Cloud Administrator (Devops - Ubisoft Cloud),Information Systems,"Montreal,Canada"
Administrateur Cloud (Devops - Cloud Ubisoft),Information Systems,"Montreal,Canada"
Team Lead (Infrastructure/Operations/CICD/DevOps),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Production Data Analyst - H/F,Programming,"Montreuil,France"
Senior Audio Tester (f/m/d),Audio Design,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
UI Programmer (H/F),Programming,"Lyon,France"
UX Designer (Uplay),Game & Level Design/Creative Direction,"Chengdu,China"
Open application - Tech / Programming,Programming,"Stockholm,Sweden"
Game Designer / Programmeur (F/H),Game & Level Design/Creative Direction,"Montreuil,France"
Gameplay Programmer [Unannounced Project],Programming,"Stockholm,Sweden"
Generalist Programmer [Unannounced Project],Programming,"Stockholm,Sweden"
E-commerce LiveOps Analyst (H/F),Information Systems,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Guitar and bass Transcriptionist,Testing & Quality Management,"Bucharest,Romania"
Development Tester,Testing & Quality Management,"Chengdu,China"
Temporary Partner Marketing Coordinator,Marketing,"San Francisco,United States"
Scientifique R&D – La Forge,Programming,"Montreal,Canada"
R&D Scientist – La Forge,Programming,"Montreal,Canada"
3D Artist - Ketchapp (H/F),Art,"Montreuil,France"
Live Associate Producer (M/F),Project Management (Games/Animation movies),"Bordeaux,France"
Senior Technical Artist,Art,"Osaka,Japan"
Senior Level Designer,Game & Level Design/Creative Direction,"San Francisco,United States"
Senior Multiplayer Game Designer,Game & Level Design/Creative Direction,"San Francisco,United States"
Technical Artist [Unannounced Project] (271),Art,"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
Intermediate/Senior Backend programmer (M/F),Programming,"Annecy,France"
CONTENT DIRECTOR M/F,Game & Level Design/Creative Direction,"Annecy,Permanent Contract / Contrat à Durée Indéterminée"
E-Commerce Release Manager (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Illustrateur(trice) (2D-3D),Art,"Montreal,Canada"
Business Development Assistant - Ketchapp - Stage (H/F),Business Development,"Montreuil,Trainee Agreement / Convention de stage"
Stage Programmeur Moteur (H/F),Programming,"Annecy,Trainee Agreement / Convention de stage"
Assistant(e) Spécialiste de contenu (H/F) - Stage,Human Resources & Knowledge Management,"Montreuil,France"
"Level Design Technical Director (H/F) [BGE II, PARIS]",Game & Level Design/Creative Direction,"Montreuil,France"
Assistant(e) Chef de projet IT (H/F) - Stage / Alternance,Information Systems,"Montreuil,France"
International HR Projects Assistant (M/W) - Internship,Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
Game Designer confimé (H/F),Game & Level Design/Creative Direction,"Bordeaux,France"
Gameplay Programmer (H/F),Programming,"Bordeaux,France"
Level Artist - H/F,Art,"Bordeaux,France"
Character Artist - (H/F),Art,"Bordeaux,France"
UX Designer [Snowdrop],Programming,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
Online Operations Programmer,Programming,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
VFX Artist,Art,"Chengdu,China"
Junior Financial Planning Analyst – Mobile HQ - Revenu,Finance & Accounting,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Financial Planning Analyst – Mobile HQ - Structure,Finance & Accounting,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Production Manager,Project Management (Games/Animation movies),"Chengdu,China"
User Interface Programmer,Programming,"San Francisco,United States"
Senior VFX Artist,Art,"San Francisco,United States"
Senior Gameplay Engineer,Programming,"San Francisco,United States"
Senior Core Engineer,Programming,"San Francisco,United States"
Creative Director (Creative Services),Marketing,"San Francisco,United States"
"Senior Manager, Marketing Analytics",Marketing,"San Francisco,United States"
Senior Environment Artist,Art,"San Francisco,United States"
Senior Marketing Analyst,Marketing,"San Francisco,United States"
Senior 3D Animator,Art,"San Francisco,United States"
Gameplay Network Engineer,Programming,"San Francisco,United States"
Online Engineer,Programming,"San Francisco,United States"
Senior Financial Analyst - Marketing,Finance & Accounting,"San Francisco,United States"
Game Designer - Planner - Monetization - LiveOps,Game & Level Design/Creative Direction,"Osaka,Japan"
Associate Gameplay Engineer,Programming,"San Francisco,United States"
Live Producer,Project Management (Games/Animation movies),"San Francisco,United States"
Senior Lighting Artist,Art,"San Francisco,United States"
Note Tracker - Rocksmith Guitar and Bass Transcriptionist,Audio Design,"San Francisco,United States"
Technicien Service technique - Événementiel,Administration,"Montreal,Canada"
Programmeur Online - (Go/Kubernetes),Programming,"Montreal,Canada"
Senior Build Engineer - Unannounced Project (288),Programming,"Royal Leamington Spa,United Kingdom"
Lead Artist,Art,"Da Nang,Vietnam"
Marketing Asset Coordinator,Marketing,"Montreuil,France"
Marketing Asset Coordinator (H/F),Marketing,"Montreuil,France"
Project Development Assistant - H/F (stage),Administration,"Montreuil,Trainee Agreement / Convention de stage"
Gameplay Programmer,Programming,"Toronto,Canada"
Technical Artist (M/F) - Beyond Good & Evil 2,Art,"Bordeaux,France"
Community Representative  - German Speaking Role,Customer Relations,"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
Développeur Back-end (H/F),Programming,"Bordeaux,Permanent Contract / Contrat à Durée Indéterminée"
Rédacteur technique (H/F) / Technical Writer,Human Resources & Knowledge Management,"Montreuil,France"
Procedural Artist,Art,"Singapore,Singapore"
Senior Data Scientist (H/F),Project Management (Games/Animation movies),"Montreuil,France"
Marketing Artist,Marketing,"Paris,France"
Content Manager Assistant (H/F) STAGE,Communications & PR,"Montreuil,Trainee Agreement / Convention de stage"
Brand Manager Assistant (H/F) - Stage,Marketing,"Montreuil,Trainee Agreement / Convention de stage"
Marketing Artist,Marketing,"Paris,France"
Senior Web Developer (M/F),Programming,"Bordeaux,France"
C++ Engineer [Ubisoft Technology Group],Programming,"Kyiv,Ukraine"
Environment Artist  (H/F),Art,"Lyon,France"
Game Designer – VR Project,Art,"Mumbai,India"
Senior Data Warehouse Developer,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Lead Programmer,Programming,"Chengdu,China"
Associate Lead Animator,Animation,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
Technical Operation Specialist,Online/Web,"Chengdu,China"
Intern Development Tester (Game),Testing & Quality Management,"Chengdu,China"
Associate Producer,Project Management (Games/Animation movies),"Chengdu,China"
Recruitment Intern,Human Resources & Knowledge Management,"Shanghai,China"
(Senior) Workplace Specialist,Administration,"Shanghai,China"
Technical Lead - programming,Programming,"Montreal,Canada"
Lead Technique - programmation,Programming,"Montreal,Canada"
Business Performance Assistant (H/F),Business Development,"Montreuil,Trainee Agreement / Convention de stage"
UI Artist,Art,"Montreal,Canada"
Responsable Juridique Droit des Sociétés et Droit Boursier – à proximité de Rennes (F/H),Legal,"Carentoir,France"
Spécialiste en acquisition de talents et mobilité interne,Human Resources & Knowledge Management,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
EMEA Media Operations Specialist H/F,Marketing,"Paris,France"
Talent Acquisition Lead,Human Resources & Knowledge Management,"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
Gameplay Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Senior Graphics Programmer,Programming,"Chengdu,China"
Receptionist,Administration,"Odesa,Ukraine"
Développeur Réseaux (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Release and Build Master,Testing & Quality Management,"Montreal,Canada"
Tool Support Specialist,Testing & Quality Management,"Montreal,Canada"
Expert Technique - Version & Déploiement,Testing & Quality Management,"Montreal,Canada"
Spécialiste support outils,Testing & Quality Management,"Montreal,Canada"
Talent Acquisition & Internal Mobility Specialist,Human Resources & Knowledge Management,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Programmeur Analyste (.NET),Programming,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
"Lead Character Modeler, Ubisoft Québec",Art,"Québec City,Canada"
Data Scientist (Deepsense),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Knowledge Specialist,Customer Relations,"Newcastle upon Tyne,United Kingdom"
Gestionnaire Esports,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Esports Manager,Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Tools Programmer (H/F),Programming,"Lyon,France"
Gestionnaire Back-Office/ Storefront Specialist (H/F),Testing & Quality Management,"Montreuil,France"
Technical Artist (H/F),Art,"Montpellier,France"
STAGE - Assistant(e) Communication & Relations Presse (H/F),Communications & PR,"Montreuil,Trainee Agreement / Convention de stage"
Gameplay Programmer,Programming,"Barcelona,Spain"
Senior Automation Tester / QA (Uplay),Testing & Quality Management,"Kyiv,Permanent Contract / Contrat à Durée Indéterminée"
Gameplay Programmer (C#) [The Settlers] (f/m/d),Programming,"Düsseldorf,Fixed Term Contract / Contrat à Durée Déterminée"
Data Science Internship [Consumer Experience],Online/Web,"Malmö,Fixed Term Contract / Contrat à Durée Déterminée"
Producer [Rainbow 6 Siege] (f/m/d),Project Management (Games/Animation movies),"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
Learning Project Manager (IT department) (H/F),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Chef de projet formation (Département IT) (H/F),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Release and Build specialist (M/F),Testing & Quality Management,"Annecy,France"
Release and Build specialist (H/F),Testing & Quality Management,"Annecy,France"
Lead Game Designer [Avatar Project],Game & Level Design/Creative Direction,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
Lead Progression Designer [Avatar Project],Game & Level Design/Creative Direction,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
"Internship, Graphic Design [Tom Clancy's The Division 2]",Game & Level Design/Creative Direction,"Malmö,Apprenticeship / Contrat d'apprentissage"
Data manager H/F,Programming,"Lyon,France"
Senior/Lead Game Tester(Mobile),Testing & Quality Management,"Shanghai,China"
Workplace Specialist (Travel),Administration,"Shanghai,China"
Consumer & Market Knowledge Manager,Marketing,"Shanghai,China"
Architecte sécurité (Cloud),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Security Architect (Cloud),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Administrateur d'Applications (Linux),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Hacker Ethique,Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Ethical Hacker,Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Développeur de données - Groupe Technologique,Programming,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Community Manager,Marketing,"Halifax,Canada"
Développeur Web Senior (H/F),Programming,"Bordeaux,France"
Animateur 3D Confirmé/ Cinématiques (H/F),Animation,"Paris,Fixed Term Contract / Contrat à Durée Déterminée"
Project Manager - Web Services (H/F),Online/Web,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Lead Unity programmer (M/F),Programming,"Annecy,Fixed Term Contract / Contrat à Durée Déterminée"
Web Developer,Marketing,"Montreal,Canada"
Développeur Web,Marketing,"Montreal,Canada"
Chef d'équipe - Modeleur de personnages,Art,"Québec City,Canada"
Assistant Gestion de Projets - Line Producing (H/F) STAGE,Project Management (Games/Animation movies),"Montreuil,France"
Campus Management Assistant – Stage Janvier 2020 H/F,Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
AI Game Designer [Avatar Project],Game & Level Design/Creative Direction,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
Senior Narrative Designer [Avatar Project],Game & Level Design/Creative Direction,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
Development Tester [Avatar Project],Testing & Quality Management,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
Game Designer [Avatar Project],Game & Level Design/Creative Direction,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
Technical Animation Director [Unannounced Project],Programming,"Stockholm,Sweden"
Junior 3D Programmer,Programming,"Singapore,Singapore"
Art Director – VR Project,Art,"Mumbai,India"
Level Designer – VR Project,Art,"Mumbai,India"
Build and Release Specialist,Testing & Quality Management,"Shanghai,China"
Concept Artist,Art,"Shanghai,China"
Game Tester,Testing & Quality Management,"Shanghai,China"
Senior Game Tester,Testing & Quality Management,"Shanghai,China"
Dev Testeur (H/F),Testing & Quality Management,"Annecy,France"
Senior Data Analyst,Marketing,"Shanghai,China"
Senior Network Programmer(Client)/Online Programmer,Programming,"Shanghai,China"
Game Designer (mobile),Game & Level Design/Creative Direction,"Shanghai,China"
UX Designer (Rabbids Game),Game & Level Design/Creative Direction,"Chengdu,Fixed Term Contract / Contrat à Durée Déterminée"
Innovation and Partnerships Intern/Assistant,Business Development,"Singapore,Singapore"
Tools Support Specialist,Operations & Manufacturing,"Chengdu,China"
Business Analyst (Ecommerce),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Chef d'équipe (Intelligence d'Affaires),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Team Lead (Business Intelligence),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Spécialiste produit -  Animation et outils de création de contenu,Programming,"Montreal,No"
Monetization Coordinator [Live Operations],Business Development,"Malmö,Permanent Contract / Contrat à Durée Indéterminée"
Backend PHP Developer,Programming,"Kyiv,Ukraine"
Full stack developer,Information Systems,"Bucharest,Permanent Contract / Contrat à Durée Indéterminée"
Senior Environment/Prop Artist [Far Cry Brand] (f/m/d),Art,"Berlin,Germany"
Technical Level Designer,Game & Level Design/Creative Direction,"Kyiv,Ukraine"
Communication Assistant (H/F),Communications & PR,"Montreuil,Trainee Agreement / Convention de stage"
Online Programmer [Avatar Project],Online/Web,"Malmö,Sweden"
Gameplay Programmer [Avatar Project],Programming,"Malmö,Sweden"
Associate Producer [Avatar Project],Project Management (Games/Animation movies),"Malmö,Sweden"
Animator [Avatar Project],Animation,"Malmö,Sweden"
STAGE - Assistant(e) Achats - General Expenses (H/F),Operations & Manufacturing,"Montreuil,Trainee Agreement / Convention de stage"
Associate Producer,Project Management (Games/Animation movies),"Singapore,Singapore"
Technical Quality Control Tester,Testing & Quality Management,"London,United Kingdom"
Environment Artist (H/F),Art,"Paris,Fixed Term Contract / Contrat à Durée Déterminée"
Artist 3D Senior - H/F,Art,"Bordeaux,France"
Character Artist - (M/F),Art,"Bordeaux,France"
Community Engagement Intern,Marketing,"Shanghai,China"
Junior Recruiter,Human Resources & Knowledge Management,"Bucharest,Romania"
Social Media Intern,Human Resources & Knowledge Management,"Shanghai,China"
Assistant(e) RSE – Rapport annuel H/F (Stage),Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
Gameplay Programmer Assistant H/F – Stage,Programming,"Montreuil,Trainee Agreement / Convention de stage"
Social Media & Digital Marketing Assistant H/F,Marketing,"Montreuil,France"
Video Specialist Assistant - Stage (H/F),Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
Partenaire d'affaires RH,Human Resources & Knowledge Management,"Québec City,Canada"
Game Intelligence Analyst,Information Systems,"Montreal,Canada"
Analyste de jeu (intelligence d'affaires),Information Systems,"Montreal,Canada"
Lead VFX &  Lighting Artist  [Unannounced Project] (286),Art,"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
Global IT Procurement Manager (F/M),Sales,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Communications Manager,Communications & PR,"Winnipeg,Canada"
Juriste Propriété Intellectuelle - Jeux Mobile (H/F),Legal,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Data Analyst (M/F),Testing & Quality Management,"Bordeaux,Fixed Term Contract / Contrat à Durée Déterminée"
Data Analyst (H/F),Testing & Quality Management,"Bordeaux,Fixed Term Contract / Contrat à Durée Déterminée"
Linux Engineer - Blockchain (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Economic Game Designer M/F,Game & Level Design/Creative Direction,"Annecy,France"
Level Artist senior M/F,Art,"Annecy,France"
Game Designer,Game & Level Design/Creative Direction,"Toronto,Canada"
Spécialiste d’intégration - programmation,Programming,"Montreal,Canada"
Animateur·trice 3D (gameplay),Animation,"Montreal,Canada"
Artiste VFX,Art,"Montreal,Canada"
Éclairagiste,Art,"Montreal,Canada"
Publishing & Editorial Manager – Ketchapp,Sales,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Build & Release Specialist,Programming,"Barcelona,Spain"
IT Developer (C / C++),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Développeur TI (C / C++),Information Systems,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
"Web Developer (PHP, JavaScript)",Information Systems,"Bucharest,Romania"
Development Tester,Testing & Quality Management,"Barcelona,Spain"
Senior Game Designer [Anno] (f/m/d),Game & Level Design/Creative Direction,"Mainz,Germany"
Technical Director - Level Design,Game & Level Design/Creative Direction,"Bucharest,Romania"
Lead Artist,Art,"Bucharest,Romania"
C++ Engineer (AAA title),Programming,"Bucharest,Romania"
Associate Lead Artist,Art,"Bucharest,Romania"
Junior Technical Artist,Art,"Bucharest,Romania"
Online Programmer,Programming,"Bucharest,Romania"
Technical Artist,Art,"Bucharest,Romania"
Render Programmer,Programming,"Bucharest,Romania"
Technical Art Director,Art,"Bucharest,Romania"
Lead Programmer,Programming,"Bucharest,Romania"
Gameplay Programmer,Programming,"Bucharest,Romania"
Level Designer,Game & Level Design/Creative Direction,"Bucharest,Romania"
Concept Artist,Art,"Bucharest,Romania"
Project Manager,Project Management (Games/Animation movies),"Bucharest,Romania"
Environment Artist,Art,"Bucharest,Romania"
Team Lead,Customer Relations,"Newcastle upon Tyne,Permanent Contract / Contrat à Durée Indéterminée"
Project Coordinator,Project Management (Games/Animation movies),"Bucharest,Romania"
Lead Tools Programmer (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Chef de Projet RSE - Environnement H/F,Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Tools Developer (Full Stack),Programming,"Bucharest,Romania"
"Subscription Service Retention Strategist, Uplay+",Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
"Stratège de Rétention Service d'Abonnement, Uplay +",Marketing,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Banque de talents en CONCEPTION,Game & Level Design/Creative Direction,"Québec City,Canada"
Programmeur Mobile - Owlient (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Linux Administrator (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
CRM Operations Specialist,Customer Relations,"Bucharest,Romania"
C++ Engineer for Ubisoft's Technology Group,Programming,"Bucharest,Romania"
C++ Engine Programmer for Physics Simulation Middleware,Programming,"Bucharest,Romania"
Software Tester for Web Applications,Testing & Quality Management,"Bucharest,Romania"
Purchasing Trainee,Administration,"Bucharest,Fixed Term Contract / Contrat à Durée Déterminée"
Technology Software Tester,Testing & Quality Management,"Bucharest,Romania"
Jr. Software Tester - DCC Products,Testing & Quality Management,"Bucharest,Romania"
JS Software Engineer,Programming,"Bucharest,Romania"
Recruiter (Odesa),Human Resources & Knowledge Management,"Odesa,Ukraine"
CRM - Frontend Web Developer,Customer Relations,"Bucharest,Romania"
Senior 3D Character Artist,Art,"Sofia,Bulgaria"
"Voice Designer, Junior",Audio Design,"Singapore,Singapore"
Rigger,Animation,"Singapore,Singapore"
Build and Release Engineer,Testing & Quality Management,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Interior Designer (Project Based),Administration,"Kyiv,Ukraine"
3D Environment Artist,Art,"Sofia,Bulgaria"
QA Programmer [Game Security] (f/m/d),Programming,"Düsseldorf,Germany"
Animation Rigger,Animation,"Shanghai,China"
Talent Bank in ART,Art,"Québec City,Canada"
Banque de talents en ART,Art,"Québec City,Canada"
Talent Bank in ANIMATION,Animation,"Québec City,Canada"
Banque de talents en ANIMATION,Animation,"Québec City,Canada"
Talent bank in DESIGN,Game & Level Design/Creative Direction,"Québec City,Canada"
Assistant(e) Travel Manager H/F – Stage,Administration,"Montreuil,France"
"CRM Operations Specialist, EMEA H/F",Marketing,"Paris,France"
Tools and Build Engineer (H/F),Programming,"Lyon,Fixed Term Contract / Contrat à Durée Déterminée"
Lighting Artist,Art,"Montreal,Canada"
Coordinateur IT (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Technical Game designer [Tom Clancy's The Division 2],Game & Level Design/Creative Direction,"Annecy,France"
Senior Platform Engineer,Programming,"London,United Kingdom"
Implementation Project Manager (Learning Experience Platform),Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Chef de Projet Implémentation (Learning Experience Platform) H/F,Human Resources & Knowledge Management,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Lead Designer,Game & Level Design/Creative Direction,"London,United Kingdom"
Project Coordinator,Project Management (Games/Animation movies),"Mumbai,India"
Producer/Associate Producer (unannounced AAA pc/console title),Project Management (Games/Animation movies),"Barcelona,Spain"
Release and Build Specialist (H/F),Testing & Quality Management,"Montpellier,France"
Group Financial Planning Reporting Manager (F/H),Finance & Accounting,"Paris,Permanent Contract / Contrat à Durée Indéterminée"
Line Producer - Chef de Projet (H/F),Project Management (Games/Animation movies),"Montreuil,France"
3D Artist (asset & props),Art,"Singapore,Singapore"
Senior Character Artist,Art,"Singapore,Singapore"
Character Artist,Art,"Singapore,Singapore"
Gameplay Programmer - Ketchapp (H/F),Programming,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
General Programmer (C#) – VR [Unannounced Project] (f/m/d),Programming,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
International Marketing Product Manager,Marketing,"Montreuil,France"
Data Scientist (F/H),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Product Owner – E-Commerce (H/F),Information Systems,"Montreuil,France"
Economic Game Designer - Owlient (H/F),Game & Level Design/Creative Direction,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Game Designer - Owlient (H/F),Game & Level Design/Creative Direction,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Unity 3D Game developer (M/F),Programming,"Annecy,Fixed Term Contract / Contrat à Durée Déterminée"
Technology Coordination Manager,Project Management (Games/Animation movies),"Montreuil,France"
Audio Designer,Audio Design,"Shanghai,China"
Technical Director (Character),Animation,"Singapore,Singapore"
Associate Art Director (H/F) - Studio 1492,Art,"Montreuil,France"
Financial Planning Intern,Finance & Accounting,"Shanghai,China"
Tools Programmer (H/F) - Beyond Good and Evil 2,Programming,"Bordeaux,France"
Business Intelligence Developer,Programming,"Toronto,Canada"
Stagiaire Juriste Propriété Intellectuelle / Marketing-Consommation-Distribution (H/F),Legal,"Montreuil,Trainee Agreement / Convention de stage"
Responsable Comptabilité Clients H/F,Finance & Accounting,"Montreuil,France"
User Researcher (282),Testing & Quality Management,"Newcastle upon Tyne,United Kingdom"
Cinematic Animator,Animation,"Barcelona,Spain"
Build Engineer [Unannounced Project] (289),Programming,"Royal Leamington Spa,United Kingdom"
Live Operations Manager [Unannounced Project] (300),Project Management (Games/Animation movies),"Royal Leamington Spa,Permanent Contract / Contrat à Durée Indéterminée"
IT Senior Project Manager E-Commerce (H/F),Information Systems,"Montreuil,France"
Senior Data Scientist,Marketing,"Shanghai,China"
Senior UI Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
Technicien Support Informatique (H/F),Information Systems,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Animator [Unannounced Project],Art,"Stockholm,Sweden"
Deputy Global Communications,Communications & PR,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Lead Animator [Unannounced Project],Animation,"Stockholm,Permanent Contract / Contrat à Durée Indéterminée"
Senior Service Programmer (Java) (f/m/d) - UbiServices Düsseldorf,Programming,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
Game Designer (M/F),Game & Level Design/Creative Direction,"Montreuil,France"
Senior Game Designer (M/F),Game & Level Design/Creative Direction,"Montreuil,Fixed Term Contract / Contrat à Durée Déterminée"
Development Tester – VR,Testing & Quality Management,"Mumbai,India"
Technical Artist - (M/F),Art,"Bordeaux,Fixed Term Contract / Contrat à Durée Déterminée"
Technical Artist - (H/F),Art,"Bordeaux,Fixed Term Contract / Contrat à Durée Déterminée"
Technical Animator (M/F),Animation,"Bordeaux,France"
Senior Character Artist - (H/F),Art,"Bordeaux,France"
Senior 3D Artist - (M/F),Art,"Bordeaux,France"
Junior Game Tester (Odesa),Testing & Quality Management,"Odesa,Ukraine"
Music Licensing Specialist,Marketing,"Shanghai,China"
Product Marketing Manager,Marketing,"Cary,Permanent Contract / Contrat à Durée Indéterminée"
Full Stack Web Developer,Programming,"Montreal,Permanent Contract / Contrat à Durée Indéterminée"
Senior Programmeur Online (H/F),Programming,"Montreuil,France"
Concept Artist - (AAA PC/Console),Art,"Barcelona,Spain"
Weapon Artist - Unannounced AAA title,Art,"Barcelona,Spain"
Team Lead (f/m/d) [Ubiservices Düsseldorf],Programming,"Düsseldorf,Permanent Contract / Contrat à Durée Indéterminée"
Game Monetization Manager  (H/F),Finance & Accounting,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Senior Game Designer(Mobile),Game & Level Design/Creative Direction,"Shanghai,China"
Game Designer (Mini-Game),Game & Level Design/Creative Direction,"Shanghai,China"
Production Manager(Console),Project Management (Games/Animation movies),"Shanghai,China"
Senior Gameplay Programmer,Programming,"Singapore,Permanent Contract / Contrat à Durée Indéterminée"
SFX Artist,Art,"Shanghai,China"
Linux Administrator (Distribution),Information Systems,"Shanghai,China"
Technical Artist,Art,"Montreal,Canada"
Level Designer Intern (M/F),Game & Level Design/Creative Direction,"Bordeaux,Trainee Agreement / Convention de stage"
Lead Artist (f/m/d),Art,"Mainz,Germany"
Talent Acquisition Assistant (H/F) - STAGE,Human Resources & Knowledge Management,"Montreuil,Trainee Agreement / Convention de stage"
Senior UI Artist [Unannounced Project] (f/m/d),Art,"Berlin,Germany"
Junior Local IT Technician (f/m/d),Administration,"Mainz,Fixed Term Contract / Contrat à Durée Déterminée"
UI Artist,Art,"Da Nang,Vietnam"
Producer,Project Management (Games/Animation movies),"Kyiv,Ukraine"
Concept Artist,Art,"Da Nang,Vietnam"
Game Economic Designer,Game & Level Design/Creative Direction,"Da Nang,Vietnam"
Project Coordinator,Project Management (Games/Animation movies),"Kyiv,Ukraine"
UX Designer,Art,"Da Nang,Vietnam"
Associate Producer,Project Management (Games/Animation movies),"Da Nang,Vietnam"
QC Tester,Testing & Quality Management,"Da Nang,Vietnam"
Talent Acquisition Specialist,Human Resources & Knowledge Management,"Da Nang,Vietnam"
Marketing Artist,Marketing,"Da Nang,Vietnam"
Playable Ads Developer | Ketchapp,Programming,"Kyiv,Ukraine"
Audio Designer,Audio Design,"Da Nang,Vietnam"
Game Designer,Game & Level Design/Creative Direction,"Da Nang,Vietnam"
Executive Assistant,Administration,"Da Nang,Vietnam"
2D Artist,Art,"Da Nang,Vietnam"
3D Artist,Art,"Da Nang,Vietnam"
Animator,Art,"Da Nang,Vietnam"
STAGE - Social Media Assistant(e) - H/F,Marketing,"Montreuil,Trainee Agreement / Convention de stage"
Technical Artist (F/H),Game & Level Design/Creative Direction,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
Technical Artist (F/H),Game & Level Design/Creative Direction,"Montreuil,Permanent Contract / Contrat à Durée Indéterminée"
