username,user id,access hash,name,group,group id
joymukherjee,286572701,895709332551602774,Jσʏ Muӄɦe̶ʀje̶e,NIFTY-STOCK TALKS,1069447910
,366151102,125006654553827345,M S,NIFTY-STOCK TALKS,1069447910
,421693666,-6888370493457241699,Jayakumar M,NIFTY-STOCK TALKS,1069447910
,465426932,-7061177898734006546,Mahendra Singh,NIFTY-STOCK TALKS,1069447910
Myself7839,772332441,-451828013244920548,My Self,NIFTY-STOCK TALKS,1069447910
moneymarket2018,494830257,6851583643587236329,Aayush Sharma,NIFTY-STOCK TALKS,1069447910
,792410045,-1879766627828711069,Kalpesh Marde,NIFTY-STOCK TALKS,1069447910
,375766027,7445073505125605049,Manoj,NIFTY-STOCK TALKS,1069447910
,872890256,-7799480410344831372,Mohit,NIFTY-STOCK TALKS,1069447910
,161076654,4990640750259192068,Krishna M,NIFTY-STOCK TALKS,1069447910
MrBeliever,902633545,7880078670648346708,ShubhAm,NIFTY-STOCK TALKS,1069447910
AIl_Mighty,508332226,6304088868452928099,All Mighty,NIFTY-STOCK TALKS,1069447910
,743074461,-3408590886828034157,Mandeep Singh,NIFTY-STOCK TALKS,1069447910
Muragesh,263080255,-3529526212750964888,#mrgsh,NIFTY-STOCK TALKS,1069447910
M_ANAND,296579011,-29119150143062254,M.ANAND,NIFTY-STOCK TALKS,1069447910
,297760489,6694479368135334780,Mahe,NIFTY-STOCK TALKS,1069447910
KaranBlue,787463014,7733259898658870980,Karan M,NIFTY-STOCK TALKS,1069447910
,663982926,2223004766861873021,Manish Jain,NIFTY-STOCK TALKS,1069447910
AnoopM,161541569,510747101663248820,Anoop Mehrotra,NIFTY-STOCK TALKS,1069447910
,724499303,9073231355180613092,Mohit K,NIFTY-STOCK TALKS,1069447910
Msraj12,423194586,8220603905266864612,Selvaraj,NIFTY-STOCK TALKS,1069447910
,353005981,2601654916200018289,Milind Shimpi,NIFTY-STOCK TALKS,1069447910
,756909405,-7741324323770424743,Mani,NIFTY-STOCK TALKS,1069447910
,824426868,7320283908857175664,Monoj Mondal,NIFTY-STOCK TALKS,1069447910
,509350101,2118841799466109351,Manoj,NIFTY-STOCK TALKS,1069447910
Junelover,595272760,4095916859706411344,Arun Mathew,NIFTY-STOCK TALKS,1069447910
Stockmaster,588772466,5815120708038225684,Stock Master,NIFTY-STOCK TALKS,1069447910
,723894597,-4659621334743575464,Surendra Meena,NIFTY-STOCK TALKS,1069447910
,840380757,-2332304987851483891,mahan Jasone,NIFTY-STOCK TALKS,1069447910
,848232446,-7287690333860129572,Jisa mosa,NIFTY-STOCK TALKS,1069447910
,843135039,4492308449367081690,maryam Josefina,NIFTY-STOCK TALKS,1069447910
,745610887,-8698811595889797903,Marky Mark,NIFTY-STOCK TALKS,1069447910
,900273485,-9207592747807992321,M K M,NIFTY-STOCK TALKS,1069447910
,503232100,-7027056635862331526,Aakarsh Moondra,NIFTY-STOCK TALKS,1069447910
,926163027,8732042951019022263,Amory Max,NIFTY-STOCK TALKS,1069447910
,615604607,-2676100380818174870,Mohit,NIFTY-STOCK TALKS,1069447910
,632621161,-8717681801286988795,Moin Sk,NIFTY-STOCK TALKS,1069447910
,520521572,-7823835943867455966,Mayur Sharma,NIFTY-STOCK TALKS,1069447910
,956086507,4429292450044849177,Mehboob Md,NIFTY-STOCK TALKS,1069447910
,610154575,-2169982628102387133,Santanu Mukherjee,NIFTY-STOCK TALKS,1069447910
Manisha17,611841221,-4404291603698353654,Manisha,NIFTY-STOCK TALKS,1069447910
,553832810,997447083705806967,Manik,NIFTY-STOCK TALKS,1069447910
,245895668,-6329469143874816358,M M,NIFTY-STOCK TALKS,1069447910
,615926624,8454575176745949062,Monica,NIFTY-STOCK TALKS,1069447910
,892523064,1087899303347162933,muni kumar,NIFTY-STOCK TALKS,1069447910
Mathavan2K6,587000510,3156208464431142664,Mathavan Kd,NIFTY-STOCK TALKS,1069447910
Somumuthu,589534121,-832215577960317510,Somu M,NIFTY-STOCK TALKS,1069447910
SanjivVashisht,712600893,-4640265224752896783,Mr. S,NIFTY-STOCK TALKS,1069447910
,856344726,-4235522516769909971,Mahul Majumdar,NIFTY-STOCK TALKS,1069447910
,975830330,-1790795641359143365,Manish Jain,NIFTY-STOCK TALKS,1069447910
,739847884,6715488002664032399,Suman Kumar Mishra,NIFTY-STOCK TALKS,1069447910
,326642007,-4287401603057731049,Mahavir Sharan,NIFTY-STOCK TALKS,1069447910
sanjeevm9,387621337,2329388595508915598,Sanjeev Mittal,NIFTY-STOCK TALKS,1069447910
mukesh161071,553079048,5961725808665163153,Mukesh,NIFTY-STOCK TALKS,1069447910
,603484513,-8555024997014910135,Maurya,NIFTY-STOCK TALKS,1069447910
,280914868,-8640465502157145600,Moneyplant 💟,NIFTY-STOCK TALKS,1069447910
,809191321,-8700712819932618215,Jobin Maliyakel,NIFTY-STOCK TALKS,1069447910
,351702621,-5727289293133085432,a m,NIFTY-STOCK TALKS,1069447910
,745290771,3776501040500314156,Aryan Maheshwari,NIFTY-STOCK TALKS,1069447910
Maheswaranpm,292136607,5045842477743399971,Maheswaran,NIFTY-STOCK TALKS,1069447910
,312392208,-8709200592843599952,Mridul Agrawal,NIFTY-STOCK TALKS,1069447910
,573580024,-3032780436059438387,Manojit Barman,NIFTY-STOCK TALKS,1069447910
,546620290,-5112710887646065832,LittleMaster,NIFTY-STOCK TALKS,1069447910
Leovenu,549547393,6237717201897664129,Venu Gopal,NIFTY-STOCK TALKS,1069447910
,698438270,7622306794302841377,Karthi Loha,NIFTY-STOCK TALKS,1069447910
,578620840,5063095383988038582,Naveen Bansal Lodna Area,NIFTY-STOCK TALKS,1069447910
,378355003,-5985642042427253004,Learner,NIFTY-STOCK TALKS,1069447910
deepak_rajoriya,318102063,-8468181687626123816,Lover Boy,NIFTY-STOCK TALKS,1069447910
Lalaboy,201561870,5711896673685688061,VanuBae,NIFTY-STOCK TALKS,1069447910
,671906595,3226062735067639588,vivek lalwani,NIFTY-STOCK TALKS,1069447910
,849025214,1766486638503173944,Lisa Martinez,NIFTY-STOCK TALKS,1069447910
,814436120,-684897395061891071,Leosendar1,NIFTY-STOCK TALKS,1069447910
,743448761,-7795417492799544125,Dr. Lalit Kumar,NIFTY-STOCK TALKS,1069447910
Lopake,649617550,-1676916619681367920,L P,NIFTY-STOCK TALKS,1069447910
LateNightSkater,327189626,-4591816093382386551,Sayan,NIFTY-STOCK TALKS,1069447910
,695688814,-5145658471480474950,Roshan Lauvot,NIFTY-STOCK TALKS,1069447910
,664488573,519440787347686981,Leon,NIFTY-STOCK TALKS,1069447910
n4negi,826940250,-4494913130654525295,Lalit Singh Negi,NIFTY-STOCK TALKS,1069447910
LT368,588556813,2108758407602779257,Leo,NIFTY-STOCK TALKS,1069447910
lovegood2349,743798700,27746319055628536,Rishabh Raj,NIFTY-STOCK TALKS,1069447910
,786922303,-1265608835739329850,Laxman Aswani,NIFTY-STOCK TALKS,1069447910
legalpandit,553964854,-8152383197070514906,Raaghav Raghavendra Rao,NIFTY-STOCK TALKS,1069447910
,813864391,3308255162059653554,Abhi Leo,NIFTY-STOCK TALKS,1069447910
,495158460,-6227573466787420438,Ashish L,NIFTY-STOCK TALKS,1069447910
,817821636,-8926014207257288081,Laxmikant Peddawad,NIFTY-STOCK TALKS,1069447910
,872029984,764632372518400966,Lily DSouza,NIFTY-STOCK TALKS,1069447910
,869206134,-6412123526214369434,David Livingston,NIFTY-STOCK TALKS,1069447910
AnkurLekhi,588718274,836163240596495186,Ankur Lekhi,NIFTY-STOCK TALKS,1069447910
,501589408,-2586003569096088631,lala,NIFTY-STOCK TALKS,1069447910
,579954799,6131850429660397873,Luke Attard,NIFTY-STOCK TALKS,1069447910
,752569193,2163410841199190990,Karan Lokwani,NIFTY-STOCK TALKS,1069447910
,636392091,560486381896410756,Linesh Bhangale,NIFTY-STOCK TALKS,1069447910
,605454300,4192189120403975979,Lalit,NIFTY-STOCK TALKS,1069447910
,622093930,5104218367599937231,Dharmesh Lad,NIFTY-STOCK TALKS,1069447910
,291713242,5768216166780488227,Bhavesh Lodha,NIFTY-STOCK TALKS,1069447910
N0NServiam,568038004,2370129074270778209,Lucifer,NIFTY-STOCK TALKS,1069447910
,667516302,4808788810764363953,Shiva L,NIFTY-STOCK TALKS,1069447910
KrishnaaLaxmiNarasimhaa,551122470,-4071325950567715996,Krishnaa Ananth Laxmi Narasimhaa,NIFTY-STOCK TALKS,1069447910
,487107317,3174521134052210727,Anuj Lakhotia,NIFTY-STOCK TALKS,1069447910
,766002419,-7207652873074273177,Logaa Pms,NIFTY-STOCK TALKS,1069447910
lenovo21,573311666,-8247283739282464559,Chetan Sonawane,NIFTY-STOCK TALKS,1069447910
Lucky3602,776291770,-1709586396026876989,Sehaj arora,NIFTY-STOCK TALKS,1069447910
lanetaxincoming,560875963,-8540470491934623612,Thej Sevi,NIFTY-STOCK TALKS,1069447910
Shares_leone,529460736,9013339605780524124,Manoj Kumar,NIFTY-STOCK TALKS,1069447910
,251332107,-6191547809309920406,Lohith K,NIFTY-STOCK TALKS,1069447910
,567424916,-1215493301770120439,Khanh Le,NIFTY-STOCK TALKS,1069447910
,443374107,1026967616964376330,Lakshya Maheshwari,NIFTY-STOCK TALKS,1069447910
,443401285,-262653080535675297,Lokesh,NIFTY-STOCK TALKS,1069447910
Lk2973,743068768,1412081960062723438,लक्ष्मीकांत,NIFTY-STOCK TALKS,1069447910
,370089884,-5916810986561658821,Lalith Doba,NIFTY-STOCK TALKS,1069447910
,605580675,-7830788752878748702,Lokesh,NIFTY-STOCK TALKS,1069447910
,757338447,2255109080146851289,Donti Lingareddy,NIFTY-STOCK TALKS,1069447910
,601825638,6184197679088573712,lalit,NIFTY-STOCK TALKS,1069447910
LuckyDeshwal,770764761,-686314000245487469,Lucky Deshwal,NIFTY-STOCK TALKS,1069447910
,786275276,-8527705037635602458,Love,NIFTY-STOCK TALKS,1069447910
,569412668,4760253877336995513,Laukik,NIFTY-STOCK TALKS,1069447910
lunassmith,590481958,6867886279577983322,Luna S. Smith,NIFTY-STOCK TALKS,1069447910
,427486856,4725650950741225643,Lakshmi,NIFTY-STOCK TALKS,1069447910
DpPMooverssss,790815328,-5851100222293140457,PMS Live,NIFTY-STOCK TALKS,1069447910
,644088075,1312891803266569192,Lalit Patil,NIFTY-STOCK TALKS,1069447910
,685252806,-3359343989603601509,LUKESH Bramhapurikar,NIFTY-STOCK TALKS,1069447910
mihir33,517170178,-6643326808603639551,Mihir Lodaya,NIFTY-STOCK TALKS,1069447910
,686506794,-3561421558176866331,Lokesh,NIFTY-STOCK TALKS,1069447910
,704435943,5226326504825252164,Karthika Lohababu,NIFTY-STOCK TALKS,1069447910
,587831644,-3294611242862691000,Leny Sogra,NIFTY-STOCK TALKS,1069447910
learnTearn,260129573,3447096468663450220,LearnTEarn,NIFTY-STOCK TALKS,1069447910
,215753120,-1190947086013583033,Chirag Lavani,NIFTY-STOCK TALKS,1069447910
,485454071,-685156067566907068,∆√∆¥ ₱∆T!L,NIFTY-STOCK TALKS,1069447910
,355482901,-9197513425415067218,chris lynn,NIFTY-STOCK TALKS,1069447910
,646427043,-7865278455918298895,Low,NIFTY-STOCK TALKS,1069447910
,665533083,-407015256493609291,Lakhan,NIFTY-STOCK TALKS,1069447910
,491146369,-7004909164709596388,Lalit,NIFTY-STOCK TALKS,1069447910
ladystark88,768508408,8658786857301077431,Lady Stark,NIFTY-STOCK TALKS,1069447910
,656955324,5998130220145266597,Lekhraj Meena,NIFTY-STOCK TALKS,1069447910
,340561255,1944257179283111468,Lingram Devkatte,NIFTY-STOCK TALKS,1069447910
LakshmanGuptha,302556578,-4400901331175157196,Lakshman Guptha,NIFTY-STOCK TALKS,1069447910
,231094366,7291305346719074105,Anshul Lakhotia,NIFTY-STOCK TALKS,1069447910
,365725792,5789692337946650639,Lilesh Agrawal,NIFTY-STOCK TALKS,1069447910
,578305245,-1172977201077535052,Lalit,NIFTY-STOCK TALKS,1069447910
,738321656,-5509246949642734945,Lalit Khadse,NIFTY-STOCK TALKS,1069447910
lakshaysinghal,536115431,6244927255939123178,Lakshay,NIFTY-STOCK TALKS,1069447910
lx2018,539171779,-3010525139717424660,Alex,NIFTY-STOCK TALKS,1069447910
,762905086,-4059926744922562057,Leslin,NIFTY-STOCK TALKS,1069447910
Lucifer1020,637824162,2708141202885353590,lucifer,NIFTY-STOCK TALKS,1069447910
,454745982,-5479830768301302291,Let the Game Begin,NIFTY-STOCK TALKS,1069447910
rs_learner,708317296,9044658289719868952,RS,NIFTY-STOCK TALKS,1069447910
,529454463,-275393303049088324,LK,NIFTY-STOCK TALKS,1069447910
,717716571,-3880585923217551785,LOGANATHAN C S,NIFTY-STOCK TALKS,1069447910
TradingLevels,545339907,1917198044006914145,LTTE,NIFTY-STOCK TALKS,1069447910
SandeepLokhande,685990206,4549343746901228900,Sandeep L,NIFTY-STOCK TALKS,1069447910
Gabby3144,556034981,960290709619225073,Lisa Gabby,NIFTY-STOCK TALKS,1069447910
,408381717,-4971584212118541697,Lalith,NIFTY-STOCK TALKS,1069447910
,545682009,-1399188313589002084,Lakshmi,NIFTY-STOCK TALKS,1069447910
Amolrladdha,485257512,1083092725334135717,Amol Laddha,NIFTY-STOCK TALKS,1069447910
,685090829,4638718412492816056,Ashish Lade,NIFTY-STOCK TALKS,1069447910
,483737336,-8066152405435604564,The Life,NIFTY-STOCK TALKS,1069447910
,778267899,1966410377913676446,Luzi,NIFTY-STOCK TALKS,1069447910
,652677151,3238976165629885108,Laxmikant,NIFTY-STOCK TALKS,1069447910
,399030674,2219880785362970062,Rohit Lamoriya,NIFTY-STOCK TALKS,1069447910
,370123327,-278159087715595947,S L,NIFTY-STOCK TALKS,1069447910
lifesaver1,599387905,-4414699575147252982,HJ,NIFTY-STOCK TALKS,1069447910
,692757917,-2232146460061714049,Lekha Pai,NIFTY-STOCK TALKS,1069447910
vikki_leo,563756117,-7244115145641095582,Vikki,NIFTY-STOCK TALKS,1069447910
,480779939,7927598667142752117,LAKSHMI,NIFTY-STOCK TALKS,1069447910
,438544089,-2148429469059417101,Lijin K v,NIFTY-STOCK TALKS,1069447910
Luckshya,513589026,-5562101042784407220,Lucky,NIFTY-STOCK TALKS,1069447910
imgopalpagal,561542177,5950047448969498614,M L,NIFTY-STOCK TALKS,1069447910
,612081999,-8175991401430329414,L R,NIFTY-STOCK TALKS,1069447910
LalitVBhardwaj,434778040,-7974876834917057892,Lalit Bhardwaj,NIFTY-STOCK TALKS,1069447910
,664410777,1541721188963206151,Sidd Life,NIFTY-STOCK TALKS,1069447910
,482540511,8217998054139603405,Ankush Lohar,NIFTY-STOCK TALKS,1069447910
Leaning25,314626353,-348640443120795279,Learning,NIFTY-STOCK TALKS,1069447910
Lifestar777,432885323,5389749857983677642,A.H. ANSARI,NIFTY-STOCK TALKS,1069447910
,596192121,3446858736166215254,lina Lina,NIFTY-STOCK TALKS,1069447910
,614959900,-1471476825618995198,Matta Lakshmipathi,NIFTY-STOCK TALKS,1069447910
PrashantLonkar,621096571,-5210139088938794432,Prashant Lonkar,NIFTY-STOCK TALKS,1069447910
karanluthra2001,498452542,7052831093167386906,Karan Luthra,NIFTY-STOCK TALKS,1069447910
,527366930,7388622640904154007,Lali,NIFTY-STOCK TALKS,1069447910
,602869545,-646684744060959444,Lata,NIFTY-STOCK TALKS,1069447910
,493080442,5465391039023902384,Lalit,NIFTY-STOCK TALKS,1069447910
,600151705,-3699376446085656329,Lakshmikanth,NIFTY-STOCK TALKS,1069447910
,360193571,-6028164689470228136,Maqbool Lari,NIFTY-STOCK TALKS,1069447910
,473356752,-6189425450351672548,Saket Lala,NIFTY-STOCK TALKS,1069447910
,580750009,3184438188574263859,Lokesh Karwa,NIFTY-STOCK TALKS,1069447910
,557935310,-7863651989704159175,Amit Lalwani,NIFTY-STOCK TALKS,1069447910
Kataria08,255834401,197121459901291800,Lalit Kataria,NIFTY-STOCK TALKS,1069447910
garglokesh446,222122086,-7733491053280778421,Lokesh,NIFTY-STOCK TALKS,1069447910
,280335334,-7702571733628709512,Lakshmi R,NIFTY-STOCK TALKS,1069447910
Manju6142,603277678,6383183748654305519,Manjunath L,NIFTY-STOCK TALKS,1069447910
LoganathanN,320986566,-3849609203460314106,Loganathan Nachimuthu,NIFTY-STOCK TALKS,1069447910
Lakshmi9999,612859793,-7400563006573215303,Devi,NIFTY-STOCK TALKS,1069447910
,548663296,-1147149108288604009,logesh varan,NIFTY-STOCK TALKS,1069447910
,554265115,-2828919051524918251,lokesh,NIFTY-STOCK TALKS,1069447910
,457987720,-1978728879945894277,Lalit Mukhi,NIFTY-STOCK TALKS,1069447910
Lijoi,392370615,8753735055258343005,Lijo John,NIFTY-STOCK TALKS,1069447910
Lucky321,450375207,-1604798187083189867,psd,NIFTY-STOCK TALKS,1069447910
,110398339,7947254537541997774,R L,NIFTY-STOCK TALKS,1069447910
,417613719,7163044246801880709,Ankit Luhadia,NIFTY-STOCK TALKS,1069447910
,245101103,-7509737555695949152,Hemant Ladhe,NIFTY-STOCK TALKS,1069447910
learner4life,252336301,7155090856743745606,Learner4life,NIFTY-STOCK TALKS,1069447910
LokeshJ,243496627,-2495666968825839648,Lokesh J,NIFTY-STOCK TALKS,1069447910
,555511600,5968960854497292542,Ganesh Lad,NIFTY-STOCK TALKS,1069447910
,316778463,-7734769315479697396,Lokesh Chaudhari,NIFTY-STOCK TALKS,1069447910
,180918821,-42172489889555306,Lokesh Deshpande,NIFTY-STOCK TALKS,1069447910
lucky1848,538823456,2106357609193355725,Lucky 2038,NIFTY-STOCK TALKS,1069447910
,402132404,3926394761162169389,Baral Lopes,NIFTY-STOCK TALKS,1069447910
Lonelywolf007,433179578,-1432181898418680043,ARIJIT SAHA,NIFTY-STOCK TALKS,1069447910
,544020523,5591416994546329508,Ldew,NIFTY-STOCK TALKS,1069447910
,501874927,2855524314289508403,Laxman,NIFTY-STOCK TALKS,1069447910
Srijanlathi,305203390,9092185443865884100,Srijan Lathi,NIFTY-STOCK TALKS,1069447910
,394966424,6172400370631799379,Lalit,NIFTY-STOCK TALKS,1069447910
,511152491,-9204008848085594451,James Liu,NIFTY-STOCK TALKS,1069447910
,462457686,-2287888244786904440,Naveen Labana,NIFTY-STOCK TALKS,1069447910
,397476243,8095779757363498505,amar lal kukreja,NIFTY-STOCK TALKS,1069447910
,353720720,-7651901995637121893,Lav Kumar,NIFTY-STOCK TALKS,1069447910
,408464110,3713070116142441832,Loki K,NIFTY-STOCK TALKS,1069447910
,323031334,-725226085667957707,Lalit Verma,NIFTY-STOCK TALKS,1069447910
lnarayan,296910912,4139540373832790771,Laxminarayan N,NIFTY-STOCK TALKS,1069447910
,379570459,-5267525596465435314,Lucky Paplu,NIFTY-STOCK TALKS,1069447910
,223469630,3440476568029842979,Laxman,NIFTY-STOCK TALKS,1069447910
longway2go,352903982,-6367829504326245369,MN,NIFTY-STOCK TALKS,1069447910
Namrit,375718652,1568447552206195455,Namrit Lodha,NIFTY-STOCK TALKS,1069447910
,407206763,-3214937956064963280,s lohani,NIFTY-STOCK TALKS,1069447910
Livemarket_bot,372379056,-7106351014188878711,Livenews_by_Niftystudy,NIFTY-STOCK TALKS,1069447910
,385460099,-1836424183757870001,Lloyd,NIFTY-STOCK TALKS,1069447910
,367366102,6923105546985861293,Suraj L,NIFTY-STOCK TALKS,1069447910
misslovelylovely,330687271,7876697282452279546,lovely lovely,NIFTY-STOCK TALKS,1069447910
diegofdol,285959343,6196154744972665011,Diego Lopez,NIFTY-STOCK TALKS,1069447910
,335663873,654323816819934140,Jigar Lohia,NIFTY-STOCK TALKS,1069447910
,384828337,7800423001155666474,Felix Lobo,NIFTY-STOCK TALKS,1069447910
ladhahassan,413255162,5702080204891725639,hassan ladha,NIFTY-STOCK TALKS,1069447910
,373378385,-6868075187215543841,L,NIFTY-STOCK TALKS,1069447910
,172196797,4580136930695581468,Jay Lakhani,NIFTY-STOCK TALKS,1069447910
,337422592,5064179698107799830,Libin RG,NIFTY-STOCK TALKS,1069447910
,303436945,2453396249867530621,shailesh lunagariya,NIFTY-STOCK TALKS,1069447910
,397820387,-3999214004123208468,Lokesh,NIFTY-STOCK TALKS,1069447910
Kavisekar,140509594,3465988144747662596,Chandrasekar L,NIFTY-STOCK TALKS,1069447910
LASHNR,281000638,-2450804556806387118,Lash,NIFTY-STOCK TALKS,1069447910
lawrie_m,268575627,5635229770870895703,Lawrie,NIFTY-STOCK TALKS,1069447910
,140366619,-634837042009735001,Lokesh Gupta,NIFTY-STOCK TALKS,1069447910
tejaslalit,38008850,6778735725909741183,TEJAS LALIT,NIFTY-STOCK TALKS,1069447910
,5435292,6548447845447893505,Lakshman Gupta,NIFTY-STOCK TALKS,1069447910
Sagar_Kalariya,430837786,-8529834448902996994,Sagar Kalariya,NIFTY-STOCK TALKS,1069447910
Kandha,260365929,-299807982759907763,Kandha Swamy,NIFTY-STOCK TALKS,1069447910
,657328303,-7994808167090190000,Kaushal Kumar Krishna,NIFTY-STOCK TALKS,1069447910
k4keshav,329329138,-6324487005848180048,keshav,NIFTY-STOCK TALKS,1069447910
,836257749,108111655663024793,Kshiti,NIFTY-STOCK TALKS,1069447910
,725270845,-5138297924731361853,Shakti Kumar,NIFTY-STOCK TALKS,1069447910
ashishag1986,501663449,5323402407110581483,Ashish Kumar,NIFTY-STOCK TALKS,1069447910
,895501770,4099916503769280831,Jigar Kotak,NIFTY-STOCK TALKS,1069447910
,896121543,-2523426749547102861,Karan,NIFTY-STOCK TALKS,1069447910
,484632068,-4995873875832174857,Srinu K,NIFTY-STOCK TALKS,1069447910
,410109354,-5061124978175247896,Aswin Krishna,NIFTY-STOCK TALKS,1069447910
,257332578,-5430632946562817467,Krish,NIFTY-STOCK TALKS,1069447910
Kumar_kkk,656317344,8946197103309086605,Kumar,NIFTY-STOCK TALKS,1069447910
,761844607,2939290783871084601,Alam khan,NIFTY-STOCK TALKS,1069447910
,314423915,-7678038586977259905,Kumar Koramutla,NIFTY-STOCK TALKS,1069447910
Satheeshkumarballa84,553259460,8604075877672224184,SATHEESH KUMAR,NIFTY-STOCK TALKS,1069447910
,982205487,860322189806666070,Sufiyan Kazi,NIFTY-STOCK TALKS,1069447910
KuldeepsharmaA,555133468,-2946977164508408322,Kuldeep Sharma,NIFTY-STOCK TALKS,1069447910
,978240969,2700061740104134401,Srikanth K,NIFTY-STOCK TALKS,1069447910
,813888463,3574368185730854198,Kaustubh Soman,NIFTY-STOCK TALKS,1069447910
,695332399,6588092176601823261,Arun Kumar,NIFTY-STOCK TALKS,1069447910
sourabhlk,803184441,462711972447343675,Sourabh K,NIFTY-STOCK TALKS,1069447910
Jackpot007,646574751,-6765959670085883575,A.K Singh,NIFTY-STOCK TALKS,1069447910
KaranKapoor412,253098693,-18036792968053480,Karan Kapoor,NIFTY-STOCK TALKS,1069447910
,639987437,-1162935501358536209,Shailesh Kumar,NIFTY-STOCK TALKS,1069447910
,855981915,-3934128667500161962,Atique Khan,NIFTY-STOCK TALKS,1069447910
,356898215,1735020336641197675,Anil Kumar,NIFTY-STOCK TALKS,1069447910
,681600722,3768728568207250494,Sriram K,NIFTY-STOCK TALKS,1069447910
,258829226,-2771051246857069192,Sameer Kasliwal,NIFTY-STOCK TALKS,1069447910
Kevin1812,955753365,4715034360830064916,Kevin,NIFTY-STOCK TALKS,1069447910
,738042955,-8302286980287183861,Sateesh Kumar,NIFTY-STOCK TALKS,1069447910
,313950966,1401852290949677905,Anjani Kumar Jajodia,NIFTY-STOCK TALKS,1069447910
,678723184,7691130324676922988,Kruise,NIFTY-STOCK TALKS,1069447910
,761569212,7860658466111931520,K,NIFTY-STOCK TALKS,1069447910
,919808582,-5999890588958240757,Sagar Kc,NIFTY-STOCK TALKS,1069447910
,357746662,2170171401543176737,Kpk,NIFTY-STOCK TALKS,1069447910
,498471476,486446960972532183,Abhishek Kumar,NIFTY-STOCK TALKS,1069447910
,812879131,6346972216578989771,Kishor S K,NIFTY-STOCK TALKS,1069447910
,455022502,-5972826991404986148,Kalpana Singh,NIFTY-STOCK TALKS,1069447910
koushik1,270173113,1433284540866838517,Koushik,NIFTY-STOCK TALKS,1069447910
,648576598,2966541126599591233,Sachin Kumar,NIFTY-STOCK TALKS,1069447910
,509088042,8719981840603202067,Selva Kumar,NIFTY-STOCK TALKS,1069447910
kashyap84,968270477,4216834351118032273,Kashyap Joshi,NIFTY-STOCK TALKS,1069447910
,695668354,-6207137737517398928,Akshesh Katkoria,NIFTY-STOCK TALKS,1069447910
,782934986,2850945498845608179,Sameer Kale,NIFTY-STOCK TALKS,1069447910
,714281615,-8358510583336283102,Krunal Bhavsae,NIFTY-STOCK TALKS,1069447910
,801503755,-3943814772679875234,Kesavprasad,NIFTY-STOCK TALKS,1069447910
Kesab,637314790,-8983120853644166742,Keshab,NIFTY-STOCK TALKS,1069447910
KumarAnish,612621731,7506739761314146058,Anish Kumar,NIFTY-STOCK TALKS,1069447910
,876281532,-7010838672076917067,Kaushal Sharma,NIFTY-STOCK TALKS,1069447910
,858989063,6111039366489307846,sidhu kumar,NIFTY-STOCK TALKS,1069447910
,539617608,7405752331138967351,Ketan Shah,NIFTY-STOCK TALKS,1069447910
kedarofficial,498791285,1456596472247447323,KEDAR BHOY,NIFTY-STOCK TALKS,1069447910
,525409771,-4008310480213834297,Shiv Kushwaha,NIFTY-STOCK TALKS,1069447910
,949914626,-5991843405519531535,Kaushal Bharti,NIFTY-STOCK TALKS,1069447910
,890903452,-2785967777665990812,Darshinder Kohli,NIFTY-STOCK TALKS,1069447910
,920233348,9148876568740208583,Kiran Alla,NIFTY-STOCK TALKS,1069447910
say2sksingh,150362363,-6038095849773036252,S.K.Singh,NIFTY-STOCK TALKS,1069447910
Akumarup,649441649,-2313992016185277433,A Kumar,NIFTY-STOCK TALKS,1069447910
shabeerk,451058488,-1671215747590434206,Shabeer K,NIFTY-STOCK TALKS,1069447910
,972605400,6052836679138271794,kazem mosa,NIFTY-STOCK TALKS,1069447910
Kundanash,449402872,-4629828292232864778,Kundan Ash,NIFTY-STOCK TALKS,1069447910
,865093927,-1338452445473448720,samir kumar,NIFTY-STOCK TALKS,1069447910
,824550916,4670041592384109947,Sagar Kumbhar,NIFTY-STOCK TALKS,1069447910
,681956558,-1497665416725271188,Shibu Kumari,NIFTY-STOCK TALKS,1069447910
,730770360,-389125444959497803,amit k,NIFTY-STOCK TALKS,1069447910
,349672989,-3957078504135211472,Kalpesh Amberkar,NIFTY-STOCK TALKS,1069447910
,710607208,-2728151448391227548,Kamal Ahmed,NIFTY-STOCK TALKS,1069447910
,753226499,-1387887060406740215,Santhosh Kumar,NIFTY-STOCK TALKS,1069447910
,481269509,3587906792299774312,BK kumar,NIFTY-STOCK TALKS,1069447910
Sehgal_sandeep265,956247566,4850781859834412241,Sandeep Kumar,NIFTY-STOCK TALKS,1069447910
,892937275,9036021820685940796,Dinesh Kasliwal,NIFTY-STOCK TALKS,1069447910
,889555623,4471825919681082586,Aaftab Khan,NIFTY-STOCK TALKS,1069447910
,968907658,-1471869780387252735,Moin Khan. Momeen,NIFTY-STOCK TALKS,1069447910
,906270305,-9162562072955019746,Sourav Karmakar,NIFTY-STOCK TALKS,1069447910
,249313317,-1813338632051511606,Aboobakkar Kk,NIFTY-STOCK TALKS,1069447910
,527144340,-4174419667036707234,Kush,NIFTY-STOCK TALKS,1069447910
,981421659,-7942745402241972477,Khimesh Dewangan,NIFTY-STOCK TALKS,1069447910
,653146502,-5404499870480353858,Santosh Kumar,NIFTY-STOCK TALKS,1069447910
,874700056,2499224451327248615,Sanjeev Kumar,NIFTY-STOCK TALKS,1069447910
,447635488,6474459400872052062,Krunal,NIFTY-STOCK TALKS,1069447910
